customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,ChargeTier,ServiceCount,ChurnFlag,AtRisk
4777-ABCD,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),85.35,682.8,Yes,0-12 months,High (>$65),1,1,0
3908-ABCD,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,58.3,583.0,No,0-12 months,Mid ($35-65),3,0,1
5039-ABCD,Male,0,Yes,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.13,2482.15,No,49-72 months,Mid ($35-65),1,0,0
2687-ABCD,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,56.82,397.74,No,0-12 months,Mid ($35-65),2,0,0
1479-ABCD,Male,0,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.05,162.3,No,0-12 months,Low (<$35),0,0,1
6930-ABCD,Male,0,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,21.32,1087.32,No,49-72 months,Low (<$35),0,0,0
7084-ABCD,Female,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),26.06,130.3,No,0-12 months,Low (<$35),0,0,1
3156-ABCD,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.91,5304.69,Yes,49-72 months,High (>$65),2,1,0
5223-ABCD,Female,0,No,Yes,51,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.03,2806.53,No,49-72 months,Mid ($35-65),0,0,0
3948-ABCD,Male,0,Yes,No,5,No,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,92.04,460.2,No,0-12 months,High (>$65),2,0,1
8014-ABCD,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.9,317.4,Yes,0-12 months,Mid ($35-65),1,1,0
1680-ABCD,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.28,6644.16,Yes,49-72 months,High (>$65),3,1,0
9144-ABCD,Female,0,No,No,27,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,21.85,589.95,No,25-48 months,Low (<$35),0,0,0
4021-ABCD,Male,0,No,No,27,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),40.34,1089.18,No,25-48 months,Mid ($35-65),3,0,0
5700-ABCD,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,56.31,3322.29,Yes,49-72 months,Mid ($35-65),2,1,0
5292-ABCD,Female,0,No,No,69,No,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),21.45,1480.05,No,49-72 months,Low (<$35),0,0,0
3911-ABCD,Male,0,No,No,71,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),83.58,5934.18,No,49-72 months,High (>$65),3,0,0
1154-ABCD,Male,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,32.73,1767.42,Yes,49-72 months,Low (<$35),1,1,0
7752-ABCD,Female,0,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,41.02,1107.54,Yes,25-48 months,Mid ($35-65),3,1,0
9908-ABCD,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.41,338.46,No,0-12 months,Mid ($35-65),1,0,1
4578-ABCD,Female,0,Yes,No,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,53.89,3017.84,No,49-72 months,Mid ($35-65),4,0,0
2255-ABCD,Male,0,No,No,30,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.77,713.1,No,25-48 months,Low (<$35),0,0,0
5067-ABCD,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.47,4057.02,No,49-72 months,Mid ($35-65),1,0,0
6679-ABCD,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,56.91,455.28,No,0-12 months,Mid ($35-65),3,0,0
4117-ABCD,Female,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,81.4,0.0,Yes,0-12 months,High (>$65),3,1,0
5414-ABCD,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.05,2177.7,No,25-48 months,Mid ($35-65),1,0,0
8505-ABCD,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.72,222.88,Yes,0-12 months,Mid ($35-65),2,1,0
9406-ABCD,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.96,575.68,Yes,0-12 months,High (>$65),0,1,0
6610-ABCD,Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,26.64,213.12,No,0-12 months,Low (<$35),3,0,1
3929-ABCD,Male,0,Yes,No,47,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),56.7,2664.9,Yes,25-48 months,Mid ($35-65),1,1,0
1786-ABCD,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,44.14,2383.56,Yes,49-72 months,Mid ($35-65),5,1,0
4484-ABCD,Male,0,No,No,42,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),28.07,1178.94,No,25-48 months,Low (<$35),2,0,0
6436-ABCD,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.18,4212.6,Yes,49-72 months,Mid ($35-65),2,1,0
3170-ABCD,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),68.73,1855.71,No,25-48 months,High (>$65),0,0,0
1282-ABCD,Female,0,No,No,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),37.25,745.0,No,13-24 months,Mid ($35-65),4,0,0
9209-ABCD,Male,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.72,1683.36,No,49-72 months,Low (<$35),0,0,0
6877-ABCD,Female,0,Yes,No,16,No,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),58.33,933.28,No,13-24 months,Mid ($35-65),0,0,0
3568-ABCD,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.88,5101.6,Yes,49-72 months,High (>$65),3,1,0
5952-ABCD,Male,0,No,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.76,0.0,Yes,0-12 months,Mid ($35-65),0,1,0
2383-ABCD,Male,0,Yes,No,70,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),29.42,2059.4,No,49-72 months,Low (<$35),1,0,0
6722-ABCD,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),64.14,192.42,No,0-12 months,Mid ($35-65),5,0,0
9464-ABCD,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),91.67,5958.55,Yes,49-72 months,High (>$65),2,1,0
5932-ABCD,Male,1,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.96,1518.48,No,25-48 months,Mid ($35-65),3,0,0
6404-ABCD,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,57.96,4173.12,No,49-72 months,Mid ($35-65),4,0,0
4617-ABCD,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),33.89,169.45,Yes,0-12 months,Low (<$35),2,1,0
2181-ABCD,Female,0,No,No,40,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,27.58,1103.2,Yes,25-48 months,Low (<$35),0,1,0
4615-ABCD,Female,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),41.78,2924.6,No,49-72 months,Mid ($35-65),2,0,0
7192-ABCD,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,62.55,2376.9,No,25-48 months,Mid ($35-65),2,0,0
2245-ABCD,Male,0,No,No,45,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,21.47,966.15,No,25-48 months,Low (<$35),0,0,0
2597-ABCD,Female,0,Yes,No,50,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.4,1470.0,No,49-72 months,Low (<$35),0,0,0
4819-ABCD,Female,1,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),25.18,830.94,Yes,25-48 months,Low (<$35),2,1,0
1415-ABCD,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,95.18,4283.1,No,25-48 months,High (>$65),2,0,0
1187-ABCD,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.58,3174.36,Yes,25-48 months,High (>$65),2,1,0
6540-ABCD,Male,0,Yes,No,65,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),26.88,1747.2,No,49-72 months,Low (<$35),0,0,0
7919-ABCD,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.01,189.03,No,0-12 months,Mid ($35-65),0,0,1
5139-ABCD,Female,0,Yes,Yes,20,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,27.49,549.8,No,13-24 months,Low (<$35),0,0,0
3166-ABCD,Male,1,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.09,3732.21,Yes,49-72 months,Mid ($35-65),3,1,0
8521-ABCD,Male,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,71.99,4607.36,No,49-72 months,High (>$65),1,0,0
2386-ABCD,Male,1,No,No,33,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.91,690.03,No,25-48 months,Low (<$35),0,0,0
6726-ABCD,Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,31.63,1423.35,No,25-48 months,Low (<$35),1,0,0
5288-ABCD,Male,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,56.46,1129.2,No,13-24 months,Mid ($35-65),2,0,0
9777-ABCD,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),74.54,969.02,No,13-24 months,High (>$65),1,0,0
6417-ABCD,Male,0,No,No,33,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.89,1547.37,No,25-48 months,Mid ($35-65),3,0,0
6845-ABCD,Male,1,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.01,1425.25,No,25-48 months,Mid ($35-65),1,0,0
3636-ABCD,Male,0,Yes,No,42,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.28,1607.76,No,25-48 months,Mid ($35-65),1,0,0
3679-ABCD,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.55,367.75,No,0-12 months,High (>$65),2,0,1
5906-ABCD,Female,0,No,Yes,71,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),39.0,2769.0,No,49-72 months,Mid ($35-65),1,0,0
2914-ABCD,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,96.81,6873.51,No,49-72 months,High (>$65),1,0,0
4377-ABCD,Male,0,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),29.87,1493.5,No,49-72 months,Low (<$35),0,0,0
6657-ABCD,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),66.28,2584.92,Yes,25-48 months,High (>$65),2,1,0
5577-ABCD,Male,1,No,No,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.04,1320.88,No,13-24 months,Mid ($35-65),1,0,0
3748-ABCD,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),93.71,5528.89,Yes,49-72 months,High (>$65),2,1,0
1345-ABCD,Female,0,No,No,49,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.98,2204.02,No,49-72 months,Mid ($35-65),2,0,0
4835-ABCD,Male,0,No,No,11,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,23.03,253.33,Yes,0-12 months,Low (<$35),0,1,0
5205-ABCD,Female,1,Yes,No,66,No,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,21.88,1444.08,No,49-72 months,Low (<$35),0,0,0
6893-ABCD,Male,0,No,Yes,60,No,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,31.16,1869.6,No,49-72 months,Low (<$35),2,0,0
1146-ABCD,Male,0,No,No,69,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.08,3110.52,Yes,49-72 months,Mid ($35-65),1,1,0
1072-ABCD,Male,0,Yes,No,52,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.18,1049.36,No,49-72 months,Low (<$35),0,0,0
3461-ABCD,Female,0,No,No,44,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,22.26,979.44,No,25-48 months,Low (<$35),0,0,0
4225-ABCD,Male,0,No,Yes,30,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.55,766.5,No,25-48 months,Low (<$35),0,0,0
3621-ABCD,Male,0,No,No,68,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.01,3400.68,Yes,49-72 months,Mid ($35-65),2,1,0
5238-ABCD,Male,0,No,Yes,63,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,1556.1,No,49-72 months,Low (<$35),0,0,0
6729-ABCD,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,59.53,178.59,Yes,0-12 months,Mid ($35-65),1,1,0
8530-ABCD,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.76,71.76,Yes,0-12 months,High (>$65),2,1,0
1972-ABCD,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),54.54,1472.58,No,25-48 months,Mid ($35-65),1,0,0
3264-ABCD,Female,0,No,Yes,59,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),94.75,5590.25,No,49-72 months,High (>$65),0,0,0
6046-ABCD,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,61.78,4448.16,No,49-72 months,Mid ($35-65),2,0,0
5815-ABCD,Female,0,No,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.92,209.2,Yes,0-12 months,Low (<$35),0,1,0
1191-ABCD,Male,0,No,Yes,43,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),29.37,1262.91,No,25-48 months,Low (<$35),1,0,0
6357-ABCD,Female,0,Yes,No,27,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,33.1,893.7,No,25-48 months,Low (<$35),2,0,0
6673-ABCD,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),62.08,4345.6,No,49-72 months,Mid ($35-65),1,0,0
7146-ABCD,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),45.3,2763.3,No,49-72 months,Mid ($35-65),3,0,0
9778-ABCD,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.72,5228.92,Yes,49-72 months,High (>$65),3,1,0
5510-ABCD,Female,1,Yes,Yes,34,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.54,800.36,No,25-48 months,Low (<$35),0,0,0
3694-ABCD,Female,1,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,28.36,850.8,Yes,25-48 months,Low (<$35),0,1,0
1661-ABCD,Female,0,No,No,19,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.67,1000.73,No,13-24 months,Mid ($35-65),3,0,0
3491-ABCD,Female,0,No,No,4,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,56.08,224.32,Yes,0-12 months,Mid ($35-65),3,1,0
7157-ABCD,Male,0,No,No,63,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),28.28,1781.64,No,49-72 months,Low (<$35),0,0,0
2606-ABCD,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),79.42,4685.78,No,49-72 months,High (>$65),3,0,0
9604-ABCD,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.12,4832.64,Yes,49-72 months,High (>$65),4,1,0
4696-ABCD,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.02,3601.44,No,49-72 months,Mid ($35-65),1,0,0
5498-ABCD,Male,0,No,No,56,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),26.16,1464.96,No,49-72 months,Low (<$35),0,0,0
5757-ABCD,Female,0,Yes,Yes,68,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,51.88,3527.84,No,49-72 months,Mid ($35-65),3,0,0
5506-ABCD,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),97.36,6036.32,Yes,49-72 months,High (>$65),3,1,0
6133-ABCD,Female,0,No,Yes,18,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),27.23,490.14,No,13-24 months,Low (<$35),0,0,0
2809-ABCD,Female,0,No,No,32,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.39,2028.48,No,25-48 months,Mid ($35-65),3,0,0
1465-ABCD,Male,0,No,No,9,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.11,567.99,Yes,0-12 months,Mid ($35-65),2,1,0
1433-ABCD,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.21,5120.49,No,49-72 months,High (>$65),1,0,0
2258-ABCD,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.49,3805.56,No,25-48 months,High (>$65),2,0,0
3154-ABCD,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),32.39,518.24,No,13-24 months,Low (<$35),3,0,0
1992-ABCD,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.16,2702.84,Yes,49-72 months,Mid ($35-65),2,1,0
1681-ABCD,Male,0,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,24.82,1116.9,No,25-48 months,Low (<$35),0,0,0
3848-ABCD,Male,1,Yes,Yes,26,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,50.63,1316.38,No,25-48 months,Mid ($35-65),2,0,0
4814-ABCD,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.62,764.96,Yes,0-12 months,High (>$65),2,1,0
7602-ABCD,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,40.24,1971.76,Yes,49-72 months,Mid ($35-65),3,1,0
8494-ABCD,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,62.25,2303.25,No,25-48 months,Mid ($35-65),4,0,0
9511-ABCD,Male,0,No,No,56,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),99.24,5557.44,No,49-72 months,High (>$65),5,0,0
5066-ABCD,Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,76.3,2823.1,No,25-48 months,High (>$65),1,0,0
6319-ABCD,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),57.69,3576.78,No,49-72 months,Mid ($35-65),1,0,0
4218-ABCD,Male,0,Yes,No,40,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),55.17,2206.8,No,25-48 months,Mid ($35-65),3,0,0
8358-ABCD,Male,0,No,No,40,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.8,1712.0,Yes,25-48 months,Mid ($35-65),4,1,0
4290-ABCD,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.22,4045.86,No,49-72 months,Mid ($35-65),2,0,0
2831-ABCD,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,28.54,827.66,No,25-48 months,Low (<$35),1,0,0
4194-ABCD,Female,0,No,No,9,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,61.55,553.95,No,0-12 months,Mid ($35-65),2,0,1
9703-ABCD,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,51.3,102.6,Yes,0-12 months,Mid ($35-65),2,1,0
5651-ABCD,Male,0,No,No,55,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),22.1,1215.5,No,49-72 months,Low (<$35),0,0,0
1851-ABCD,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),63.04,2836.8,No,25-48 months,Mid ($35-65),4,0,0
5264-ABCD,Male,0,Yes,No,51,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,23.86,1216.86,No,49-72 months,Low (<$35),0,0,0
5750-ABCD,Female,0,No,Yes,15,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),49.64,744.6,Yes,13-24 months,Mid ($35-65),3,1,0
5403-ABCD,Male,0,No,No,9,No,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),22.75,204.75,No,0-12 months,Low (<$35),0,0,0
6955-ABCD,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,38.0,38.0,No,0-12 months,Mid ($35-65),0,0,1
9582-ABCD,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.03,2150.75,No,25-48 months,High (>$65),2,0,0
2938-ABCD,Female,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,61.97,2664.71,No,25-48 months,Mid ($35-65),3,0,0
4253-ABCD,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.81,2570.68,Yes,25-48 months,High (>$65),3,1,0
6965-ABCD,Female,0,Yes,No,31,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,41.01,1271.31,No,25-48 months,Mid ($35-65),1,0,0
9196-ABCD,Male,0,No,No,66,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),48.01,3168.66,Yes,49-72 months,Mid ($35-65),1,1,0
9152-ABCD,Male,0,Yes,Yes,25,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.96,499.0,No,25-48 months,Low (<$35),0,0,0
9393-ABCD,Male,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,1659.45,Yes,25-48 months,Mid ($35-65),1,1,0
7547-ABCD,Female,1,No,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.87,3469.59,No,49-72 months,Mid ($35-65),3,0,0
4339-ABCD,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),63.49,1777.72,No,25-48 months,Mid ($35-65),4,0,0
1791-ABCD,Male,0,No,Yes,62,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,27.88,1728.56,No,49-72 months,Low (<$35),0,0,0
9704-ABCD,Male,0,Yes,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.87,1785.03,No,49-72 months,Low (<$35),0,0,0
9072-ABCD,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.23,852.3,Yes,0-12 months,High (>$65),0,1,0
9331-ABCD,Male,0,No,No,67,No,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),59.1,3959.7,No,49-72 months,Mid ($35-65),2,0,0
6097-ABCD,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,65.3,2285.5,Yes,25-48 months,High (>$65),1,1,0
9246-ABCD,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,52.87,951.66,No,13-24 months,Mid ($35-65),2,0,0
